ID,F2,F3,F4,F8,F11,F25,F39,F52,F53,F54,F55,F69,F72,F73,F74,F75,F76,F77,F78,F79,F81,F82,F83,F84,F85,F86,F92,F93,F94,F95,F98,F99,F109,F110,F116,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F136,F139,COVID_TCPM
955,0,0,0,Montane Grasslands and Shrublands,"Steppe (semi-arid), and  Cold arid",66168.00159,0.166719215,,,,,0.018247027,,,,,102.2857942,318.1290474,136.7412598,436.7721858,,,,0.336611493,,,,,,,0.530836123,1.64700832,0.001787169,0.002227718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0,low
11460,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Hot summer",150507.1354,0.382020928,,,,,46.37679312,,,,,6588.745959,7857.683058,6513.235834,6322.946094,,,,,,,,,,,31.76753991,32.8578497,3.013048017,3.059040677,34,222739.7517,218593.9843,191136.5591,150507.1354,0,0,0,0,0,0,0,0,0,available,0.161425755,low
1167,0,0,1,"Tropical and subtropical grasslands, savannas, and shrublands",Tropical savannah with dry winter,68284.57886,0.354182841,,,,,15.33564731,,,,,3313.994987,1612.953153,1394.654319,1573.934027,220.7078725,1271.04302,2564.80162,1.11185187,108.8689227,92.82481278,,,,,5.367647969,6.069047518,0.243173927,0.294344573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.052828612,high
5461,0,0,0,Deserts and Xeric Shrublands,"Steppe (semi-arid), and  Cold arid",55222.10352,0.377779272,,,,,13.74207099,,,,,20.69022784,11.16660204,12.68625574,66.36426477,,,,,,,,,,,0.053346873,0.257406888,0.478048088,0.589475001,13,25515.97577,46207.89453,49167.97229,55222.10352,0,0,0,0,0,0,0,0,0,available,0.038689999,high
2288,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",744019.8396,0.46992426,1826405.527,1294041.126,768849.1487,182899.5418,83.81092451,30706.03279,10059.69425,23452.86717,27836.28024,35877.68434,44923.91366,82845.38761,125161.8151,35917.95318,19641.29957,95945.08334,,,1843.613879,187.3845638,120.2831529,54.9520901,5.780180629,192.2402981,193.2674115,8.483538364,6.142937039,117,275125.5466,303551.1032,334216.8703,354564.4561,0,0,0,0,0,0,0,0,0,available,0.454120597,high
3444,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Hot summer",1774128.268,0.39683833,27598979.87,21257696.89,10257887.99,6739577.655,74.4198516,,,124.2196056,340.6449362,310994.1312,142210.5573,602958.2308,783443.7721,,203442.5382,211747.5644,,1029.29489,9.458905792,348.2537901,367.5997845,158.2578895,93.53079256,2278.72773,2909.057605,13.31997198,8.628292068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.168396479,high
4106,1,1,1,"Temperate Grasslands, Savannas, and Shrublands","Snow, fully humid, and  Hot summer",52756.4093,0.414066762,280562.4434,1264229.128,758521.3373,536861.2467,488.4395267,,,,,835.5456421,450.9496904,343.146088,1336.598237,,85.47671102,1392.465634,,,,2.926549096,13.18717032,7.912124276,5.554507216,9.036214577,7.61799247,1.921143587,1.241911777,13,40462.67175,39127.16418,35196.77112,30599.54919,0,0,0,0,0,0,0,0,0,available,0.089352393,high
1770,0,0,0,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",53369.29285,0.481775403,,,,,20.95214406,,,,,4.348433581,170.1236552,159.7257581,352.6490812,20.28721269,78.86051405,116.4800373,,,,,,,,2.224221157,1.651813319,2.85926904,2.237486313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.631997783,high
9108,0,1,1,Tropical and Subtropical Dry Broadleaf Forests,"Mild temperate with dry winter, and  Hot summer",113009.1276,0.467465771,,,,,20.65491775,,,,,802.7904734,1021.61188,1189.839664,1387.653209,,,,,,,,,,,4.627654689,5.430616894,3.167378262,3.524624525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.395181905,low
454,0,2,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical monsoon,188450.7098,0.477480416,,,,,7.725522944,,,,,12254.663,13973.59153,25713.18357,21664.21056,,23645.96051,28824.19579,,,,,,,,94.79740827,80.28575473,2.149752351,4.011188098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.401780004,high
1267,1,1,1,"Tropical and subtropical grasslands, savannas, and shrublands","Mild temperate with dry winter, and  Hot summer",321559.6295,0.318058896,,,,,400.0826013,,,,,30183.92088,14469.37305,11983.62373,12086.02206,22568.40159,87011.73677,148179.0852,151.4812123,6850.06777,8386.317482,,,,,52.95144107,55.68553742,5.981793415,7.72774675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.115423434,high
3280,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",180695.596,0.478458505,9724.079855,987.2357349,44050.4644,70619.33395,31.30640027,,,120.6050263,31.2125223,2941.001514,4898.668967,12690.12124,15569.87586,2235.13919,6679.508777,11967.28096,,,,0.103900916,0.01039067,0.495760903,0.83579699,104.6636384,132.9052957,5.94984302,5.093961716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.468559538,high
8604,0,1,1,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate with dry winter, and  Hot summer",55457.10498,0.477659397,,,,,29.44281597,,,,,1760.296901,2240.109691,2496.121841,2872.269594,606.5555356,933.0438767,1268.260672,,,,,,,,9.71823427,11.26139243,3.955542182,4.635994252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.250286771,low
2841,0,0,1,"Tropical and subtropical grasslands, savannas, and shrublands",Tropical savannah with dry winter,67235.60498,0.459623581,,,,,0.219876278,,,,,407.8980019,614.7374226,806.5073574,1053.989519,,,,,,,,,,,2.978452285,3.89245378,0.11906521,0.141590492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.101058287,low
4032,0,0,0,Deserts and Xeric Shrublands,"Desert (arid), and  Hot arid",83468.47168,0.114212511,,,,,49.40574605,,,,,222.7820359,344.7414886,432.7786443,528.4732114,125.3209746,204.2366872,296.1540241,,,,,,,,1.697174172,2.307287374,0.000961522,0.001739766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0,low
1821,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",436853.0587,0.417985402,213521.6153,164420.1171,124134.8534,24600.60699,58.5408824,19518.89893,22151.27456,26389.71027,177.1524426,118615.8015,132059.3569,119811.2022,118218.7008,45344.29794,50208.16804,29414.85626,,,1770.390682,40.96780324,45.57816954,15.87108854,0.620890109,352.1296785,313.6664041,7.48917594,5.982151774,42,135564.1494,138829.7417,139963.2972,143947.3552,0,0,0,0,0,0,0,0,0,available,0.171465701,high
8673,1,1,1,Tropical and Subtropical Dry Broadleaf Forests,Tropical savannah with dry winter,214722.6047,0.505913602,,,,,133.33764,,,,,6282.726961,7995.250129,8326.997285,9592.26193,2124.076075,2572.679663,3616.436009,,,,,,,,32.41389038,37.59857216,27.09737383,29.66169979,1,12205.57129,12207.02539,12639.75977,11959.29199,0,0,0,0,0,0,0,0,0,available,0.509906235,low
1408,0,0,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical rain forest,92347.39917,0.422968305,,,,,58.05165201,,,,,4952.446839,2398.390856,2047.791819,2223.506516,1451.283997,6077.923876,10756.70834,22.64695595,526.2995752,988.4178526,,,,,8.259817625,9.077863023,4.156337872,5.124457747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.193393787,high
709,1,1,1,Temperate Broadleaf and Mixed Forests,"Snow, fully humid, and  Hot summer",202795.9841,0.512757404,,,,,62.94947351,,,,,25547.58585,29179.59411,24220.39491,24013.69549,32184.03982,67022.50761,45070.2444,,,1363.642601,,,,,110.9056295,99.96502798,17.24012074,12.51729422,6,2687.94403,3111.735625,3434.94927,3754.698483,0,0,0,0,0,0,0,0,0,available,0.793636851,high
1678,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",56162.28308,0.462387552,,,,,114.5514828,,,,,9.275871084,303.5849286,294.5407574,612.2372265,84.42780843,355.2403317,524.2381945,,,,,,,,4.839337676,3.280467242,0.158495885,0.148261248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.376410607,high
8192,0,1,1,Tropical and Subtropical Dry Broadleaf Forests,"Mild temperate with dry summer, and  Hot summer",150709.8782,0.440471485,,,,,15.58579278,,,,,389.3834208,495.5218679,556.8729859,649.5747484,,,,,,,,,,,2.165854712,2.542126403,1.307552028,1.479842963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.033798871,low
1064,1,1,1,Flooded Grasslands and Savannas,"Mild temperate, fully humid, and  Hot summer",106041.0489,0.419820625,,,,,2.630352683,,,,,374.1635094,256.7564279,615.086882,690.1835097,366.7496383,1402.912721,867.5476551,8.472343465,,,,,,,2.684307318,3.045535805,12.25252827,19.2141608,8,18682.62881,19217.83906,17812.18285,18128.67004,0,0,0,0,0,0,0,0,0,available,0.194800228,low
659,1,1,1,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate, fully humid, and  Warm summer",176791.9028,0.303349604,,,,,19.64384281,,,,,3246.725922,3950.000455,2279.065795,2104.902976,459.422751,519.3962937,710.4409356,,,,,,,,8.980717401,8.268235556,1.669477236,1.849480306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.056443716,low
3675,3,1,2,Temperate Broadleaf and Mixed Forests,"Snow, fully humid, and  Warm summer",14077364.36,0.468642646,32588678.39,89318857.25,69806952.4,82601598.38,11656.26094,,2353679.309,769810.4677,560338.1996,2716235.211,1465967.564,669299.0849,295351.4582,,147857.2804,65859.45959,,,,3419.798643,5435.581387,4356.986779,3842.925852,12972.93744,5703.801359,87.25656611,47.4372432,183,790202.7243,1095453.426,1261214.311,1546825.052,0,0,0,0,0,0,0,0,0,available,0.435104365,high
8915,0,0,0,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate with dry winter, and  Hot summer",63439.70508,,,,,,13.33142191,,,,,161.6452181,205.7056405,239.2794264,278.9378792,,,,,,,,,,,0.930631728,1.091630797,1.234623299,1.377390053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.464557461,low
5320,1,1,1,Deserts and Xeric Shrublands,"Desert (arid), and  Hot arid",131959.2622,0.324555489,,,,9780.569855,2.40346793,,,,,28.18677949,25.72887761,29.20823009,29.25382434,,,114.0491127,,,,,,,0.101989901,0.267168304,0.325847629,1.992767881,1.024391041,23,74481.89945,66599.36215,85831.06745,128293.4368,0,0,0,0,0,0,0,0,0,available,0.023090276,low
3021,1,1,1,"Mediterranean Forests, Woodlands, and Scrub","Mild temperate with dry summer, and  Hot summer",167663.5953,0.359153486,0.111063775,0.957831256,0.787217072,2.601668905,295.4330622,0.002343152,0.001593751,0.027181927,0.489220468,2141.297401,2082.546932,4037.843726,11097.31058,585.2562404,2426.306128,1476.15217,,,,0.0000297,0.000170629,0.0000405,0.000236465,12.76322785,28.79055029,2.471844758,2.469977685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.189412115,high
10245,0,0,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical monsoon,75613.53894,0.654358619,,,,,6.53638448,,,,,2869.267162,3794.099838,3958.337073,4640.400491,,532.576107,371.9500857,,,,,,,,14.64022091,17.12058537,11.74597595,16.96596073,8,4647.224859,35282.7467,53545.27838,65863.9657,0,0,0,0,0,0,0,0,0,preliminary,0.870519089,low
2440,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",85401.16284,0.41783523,75485.33627,54469.85985,65924.73442,64685.58799,317.0083836,23.71183113,428.9396608,2264.186751,10384.29038,2880.918981,3607.317235,6742.754425,10140.11312,2078.490458,1207.229868,5939.632539,,,256.8239942,0.832406892,0.621386635,0.711655149,0.670354545,15.55173186,15.51164471,1.974203288,1.448728818,36,74613.34995,78971.47449,83831.94409,85401.16284,0,0,0,0,0,0,0,0,0,available,0.23975057,high
12462,0,0,0,Temperate Broadleaf and Mixed Forests,"Snow with dry winter, and  Hot summer",75010.65839,0.48086586,,,,,29.71297713,,,,,0.091099557,107.8320144,93.32676132,115.167643,0.096276264,11.23907109,43.5934593,,,,,,,,1.25913039,1.995375996,0.448157095,0.628139902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,missing,0.413507411,high
1378,1,1,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical savannah with dry winter,233089.4266,0.328926892,,,,,87.54613122,,,,,18697.05206,8964.850762,6645.132669,6907.713901,12584.1272,37244.42357,64253.81127,24.33501183,1144.247561,1370.367914,,,,,28.38387041,30.37066214,0.657808056,0.86085287,30,79339.30563,105781.0073,118461.7097,128754.4415,0,0,0,0,0,0,0,0,0,available,0.039439746,high
10182,0,0,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical savannah with dry winter,61591.71973,0.665909469,,,,,2.692479465,,,,,441.1553934,583.3490596,594.2925808,696.8265871,,,,,,,,,,,2.198133469,2.571031831,4.921581827,7.069433633,3,1632.179268,9571.003967,14546.89539,15148.23877,0,0,0,0,0,0,0,0,0,preliminary,0.999438839,low
5943,0,0,0,Deserts and Xeric Shrublands,"Desert (arid), and  Hot arid",110976.8752,0.217949594,,,,61423.34403,0.013674488,,,,,,,,,,,,,,,,,,0.640508997,0.11657885,0.054800757,0.003558463,0.005356531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.006592579,high
1280,0,1,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical savannah with dry winter,89557.39819,0.339346406,,,,,210.8432298,,,,,3668.679734,1783.051304,1479.309006,1652.857403,452.7136013,1949.392926,3660.220323,3.941469086,386.2479072,329.2248718,,,,,5.745739982,6.443540364,41.90586117,52.45500627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.069182583,high
4276,0,0,0,"Tropical and subtropical grasslands, savannas, and shrublands",Tropical savannah with dry winter,69264.74951,0.461688302,,,,,,,,,,409.0966651,579.4443212,763.862859,945.2468964,,,,,,,,,,,2.822198424,3.4918465,0.022331881,0.029500263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.350383354,low
10549,1,1,1,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate with dry winter, and  Warm summer",130182.1371,0.350962789,,,,,28.67809544,,,,,4297.877614,5125.607615,6443.607743,6256.317916,,,,,,,,,,,31.37989283,32.34509079,0.077921081,0.094137985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.170999901,low
3684,1,1,1,Boreal Forests/Taiga,"Snow, fully humid, and  Warm summer",274859.7046,0.471748801,82067.90777,86977.70833,56580.22961,184743.3885,833.8946727,,,,,11818.37066,6378.441907,2121.585957,1921.956658,,84.27370332,36.81847158,,,,18.79620635,16.62250603,6.361953978,17.78601048,39.42721076,20.63645124,3.361888384,2.036609275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.448082835,high
2221,1,1,1,"Mediterranean Forests, Woodlands, and Scrub","Mild temperate with dry summer, and  Hot summer",69495.84091,0.342364691,371.2384721,319.4909089,420.4447166,523.9156204,2.099155418,5.791875813,2.317265703,9.617029823,8.919728493,15993.52232,17796.08391,15399.80448,15302.55557,4532.806756,5012.434439,3034.804314,,,311.8733035,0.117194724,0.091156323,0.066954265,0.053606633,45.49331038,41.07750338,0.217762256,0.160229701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.060720085,high
4752,0,1,1,Montane Grasslands and Shrublands,"Mild temperate, fully humid, and  Warm summer",95277.80957,0.510423601,,,,,0.020788391,,,,,630.8046465,926.0810857,1177.414352,1554.643029,,,,,,,,,,,4.359748992,5.762205755,0.007358904,0.012062933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.836794495,low
1217,1,1,1,"Tropical and subtropical grasslands, savannas, and shrublands","Mild temperate, fully humid, and  Hot summer",206545.233,0.378356589,,,,,1.295340641,,,,,38909.42738,18210.58203,14862.44891,15016.189,89594.51808,208047.5596,314080.8486,63.59433705,2654.496282,3337.70114,,,,,71.23580628,76.45604969,1.066830167,1.25551496,5,8118.542236,10188.09546,10957.35657,11124.06897,0,0,0,0,0,0,0,0,0,available,0.107598346,high
718,0,1,1,Temperate Broadleaf and Mixed Forests,"Snow, fully humid, and  Hot summer",111051.807,0.565450449,,,,,12.31794402,,,,,12053.27502,13766.80651,11357.70518,11403.50523,11469.87,22929.07982,15428.44013,,,648.1593877,,,,,51.82252868,47.22968529,3.135370195,2.324330165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.868403512,high
2529,1,1,1,Temperate Coniferous Forests,"Mild temperate, fully humid, and  Hot summer",284566.8128,0.405426438,1838.425389,11568.04864,35420.24181,75842.55874,92.58683349,3.268550001,3.673225744,227.0781033,4029.787963,6406.180016,6230.411059,12845.86253,35362.69552,1039.498227,9390.770067,4961.468823,,,,0.056815693,0.32084252,0.330387567,1.13300178,40.70642092,92.00611741,11.62296416,11.97946576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.153348643,high
5354,0,1,1,"Temperate Grasslands, Savannas, and Shrublands","Steppe (semi-arid), and  Cold arid",1511358.837,0.182166399,525231.7652,1228211.001,1644738.819,1184789.952,77.79940755,,,,0.622329935,2238.406794,3858.827474,3086.185426,8369.112655,,1694.885526,176.4384506,,,,62.62348027,145.5503413,161.2857222,140.629976,25.66732949,44.88536546,0.075893351,0.090391129,20,742.5861257,19607.43338,45091.63831,65749.93811,0,0,0,0,0,0,0,0,0,available,0.002501588,high
2075,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",73742.53162,0.399177435,3.339741471,1.219614772,0.769782239,0.127735075,0.021259978,0.009951611,0.021532326,0.024598816,0.081606781,1413.085269,1413.085269,1154.412368,2065.709743,1202.982687,1342.602091,3622.500612,,,,0.000458924,0.0000932,0.0000702,0.0000327,5.720269555,4.941111746,0.325152808,0.377728004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.281571107,high
9886,0,1,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical savannah with dry winter,71223.54822,0.568070016,,,,2015.621929,104.1733091,,,,,2463.725908,3362.216557,3612.600741,4208.460726,,,,,,,,,,0.021018517,13.3322451,15.53374255,6.846950847,8.205919402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.873803438,low
430,1,1,1,Mangroves,"Steppe (semi-arid), and  Hot arid",248745.3548,0.208360816,,,,0.591411863,0.492840831,,,,,10943.22096,6982.148346,5013.527447,3890.742385,6933.682482,8249.774166,6608.126611,,,,,,,0.00000617,18.87893145,14.90035803,0.247309669,0.362559975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.007191545,high
758,0,0,1,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate, fully humid, and  Warm summer",60226.86437,0.464727671,,,,,9.309086365,,,,,81.52281334,125.8416588,178.6071785,191.5698919,3.663313364,57.85078326,117.5589139,,,,,,,,0.690821586,0.743404815,0.307992749,0.421645257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.297254037,low
3657,1,1,1,Temperate Broadleaf and Mixed Forests,"Snow, fully humid, and  Warm summer",235187.443,0.506634466,,,,324.5349596,274.0349963,,,,,5044.385374,2722.478156,865.5999361,831.6141872,,12.89813397,5.502524519,,,,,,,0.028393794,15.98973839,8.493934721,0.485999742,0.330314391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.502223156,high
1098,0,1,1,"Tropical and subtropical grasslands, savannas, and shrublands","Mild temperate, fully humid, and  Hot summer",81672.66418,0.405725297,139.2834115,90.06387897,150.6556384,714.1641504,1.454148604,16.91576209,47.21276021,26.42565645,218.8528014,3080.800158,2728.107219,2218.991884,2854.065244,1055.124757,364.9345493,1367.1448,,,,0.025500146,0.042241616,0.024301514,0.195042277,8.253600835,10.58299459,3.136414311,2.147429523,8,16509.05774,22552.94043,25262.672,27017.91199,0,0,0,0,0,0,0,0,0,available,0.248727955,high
1786,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",61866.65436,0.473201178,3229.366819,,40435.02033,21619.62491,248.9799052,,,,,12.50452489,377.2526729,356.5040655,727.2429087,136.0164773,504.073647,742.6882264,,,,0.033675099,,0.421649661,0.225445272,6.118437008,4.050587869,0.827531516,0.593513308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.443517739,high
616,1,1,1,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate with dry winter, and  Warm summer",344648.4194,0.158889958,,,,,5.41548852,,,,,6818.04805,5973.900684,4773.39764,6009.857709,193.0262991,692.9084199,622.2922073,,,,,,,,17.84489104,22.27562069,1.44404372,2.244028175,3,17061.92334,28095.60327,35159.89673,43156.62646,0,0,0,0,0,0,0,0,0,available,0,high
5978,0,0,0,Deserts and Xeric Shrublands,"Desert (arid), and  Hot arid",50506.70557,0.100831667,,,,,0.425693669,,,,,3.123024437,5.38384304,4.685625292,13.58094516,,0.148099073,0.020272812,,,,,,,,0.036711532,0.063561524,0.000214047,0.000245235,2,746.2735825,11034.0213,18472.39624,21559.95947,0,0,0,0,0,0,0,0,0,available,0,high
734,0,0,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical savannah with dry winter,80675.89795,0.324430121,,,,,12.15308103,,,,,5.867753302,9.057680233,15.96631689,17.49726657,,,,,,,,,,,0.061628674,0.067619993,0.034248069,0.048150378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.042680259,low
9355,1,1,1,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate with dry winter, and  Hot summer",240413.5925,0.636146644,,,,,32.97820788,,,,,8220.04191,10460.6004,12059.91219,13913.56813,10788.36768,11093.63131,11249.65208,,,,,,,,47.02407762,54.63440641,3.366040008,3.890915742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.984791912,low
10609,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Hot summer",95929.30859,0.448169455,,,,,25.24635265,,,,,2644.054619,3153.271116,2311.369238,2245.193099,,,,,,,,,,,11.27345014,11.6673417,0.971404757,1.026485331,9,107793.7865,117756.376,107199.5088,75042.21436,0,0,0,0,0,0,0,0,0,available,0.2464469,low
8058,0,0,0,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate with dry winter, and  Hot summer",54193.26855,,,,,,1.556390091,,,,,325.3617194,449.0855864,645.0536298,821.9740607,,,,,,,,,,,2.371964864,3.014432242,0.302669785,0.345616119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,1,low
2247,0,0,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",54995.74628,0.461746349,88.85170897,224.708056,234.3855852,132.004836,37.02771662,25.99733919,43.9570101,87.10071333,72.70957463,769.8195588,1624.297787,1464.172144,2166.548669,128.685523,234.5383726,287.9912788,,,14.75854133,0.011319429,0.028681232,0.013293787,0.008547426,2.737570148,2.313247525,4.006378889,3.087355159,14,28662.15173,28120.64209,26108.59381,24552.42358,0,0,0,0,0,0,0,0,0,available,0.365132278,high
3376,1,1,1,Temperate Coniferous Forests,"Snow, fully humid, and  Warm summer",237551.5154,0.493236517,8236.816755,37115.65281,21124.52016,1493.650517,1740.537847,,,,3.527182813,1583.8615,854.8225243,726.0152649,2856.249412,,162.6966299,3326.073865,,,,0.087556235,0.394533491,0.224772949,0.095348207,19.1683298,16.22259861,3.577142742,2.284416014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.398454157,high
428,0,1,1,Tropical and Subtropical Dry Broadleaf Forests,"Desert (arid), and  Hot arid",59084.64221,0.237934946,,,,,1.118757689,,,,,1216.514297,1050.269078,847.0820247,1066.709099,5.12154735,23.37880828,24.8800561,,,,,,,,3.171875526,3.952537479,0.199356525,0.280733069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.016420315,high
2887,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",513723.148,0.496362129,900604.98,823839.5138,872856.2995,1101466.571,1642.075471,4194.347038,6549.827473,20965.97969,117225.959,15898.49289,19907.14874,29131.58445,43799.767,13086.66611,4405.256378,21043.05639,,,1276.132654,63.24411927,48.22321888,31.75230377,28.48332416,66.99590191,66.70709001,5.866552944,4.342944416,100,294644.0729,304367.4832,315778.1732,321275.8179,0,0,0,0,0,0,0,0,0,available,0.483714667,high
2227,1,1,1,Temperate Broadleaf and Mixed Forests,"Mild temperate, fully humid, and  Warm summer",57397.87903,0.490978355,143026.547,100018.3658,150395.9757,143029.2091,0.952460284,4.267081136,75.54050436,423.9413612,335.5508093,1118.376343,2108.908375,1717.319942,2594.246577,283.6081443,468.0107371,717.480716,,,,1.540057092,1.066977924,1.585925907,1.513417117,3.845944111,3.252129272,1.370026836,1.005958673,1,2177.355469,1918.413818,1819.217773,1681.556885,0,0,0,0,0,0,0,0,0,available,0.445197976,high
703,0,0,1,Tropical and Subtropical Dry Broadleaf Forests,Tropical savannah with dry winter,71952.71094,0.390087636,,,,,18.30595093,,,,,54.62079763,84.31481356,116.1713093,125.1407652,,,,,,,,,,,0.448412188,0.483620463,0.03112389,0.041510141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.110160413,low
1367,0,0,1,Tropical and Subtropical Moist Broadleaf Forests,Tropical savannah with dry winter,89532.58557,0.396679343,,,,,124.5233315,,,,,3651.090471,1774.785016,1600.904862,1777.386798,482.1121219,2563.229768,4720.87072,1.225996939,120.0456314,102.3543669,,,,,6.259081153,6.984370359,1.339792914,1.739528363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.166401014,high
7501,0,1,1,"Tropical and subtropical grasslands, savannas, and shrublands","Mild temperate with dry winter, and  Hot summer",214739.7246,0.450043388,,,,,70.99090956,,,,,1563.306093,1989.41966,2239.463447,2612.296052,,,,,,,,,,,8.709971785,10.22330514,8.76111293,10.32642687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.203229033,low
3435,0,0,1,"Tropical and subtropical grasslands, savannas, and shrublands",Tropical savannah with dry winter,149634.0058,0.367983801,,,,,,,,,,84.7671206,110.8531462,143.7190135,203.9213219,,,,,,,,,,,0.54670422,0.776560069,0.531412383,0.780859649,3,668.1614685,2365.497711,4653.238464,8098.998291,0,0,0,0,0,0,0,0,0,available,0.134170803,low
7369,1,1,1,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate with dry winter, and  Hot summer",145431.4971,0.402852542,,,,,33.63954281,,,,,964.9515492,1227.973376,1387.112648,1604.94039,,140.0951771,276.0161724,,,,,,,,5.396434954,6.285484958,1.971426692,2.33681837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.010380034,low
1481,0,0,1,"Tropical and subtropical grasslands, savannas, and shrublands",Tropical savannah with dry summer,87468.82916,0.449378296,,,,,0.012674781,,,,,223.3521645,250.62225,312.9417605,444.3819472,,,,,,,,,,,1.236270243,1.778763661,0.120364053,0.156661923,2,2043.592529,2347.868896,2467.80072,3749.513733,0,0,0,0,0,0,0,0,0,available,0.27800212,low
5146,1,1,1,Tropical and Subtropical Moist Broadleaf Forests,"Mild temperate, fully humid, and  Warm summer",383706.7761,0.37606418,,,,,0.536432135,,,,,6968.02855,10229.71749,13329.74295,17506.2392,,20.58734912,13723.37504,,,,,,,,49.35743293,64.88612516,1.077812848,1.870362726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,available,0.050917771,low
